Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope
E02001843,E02001856,22,0,0,0,3,0,1,11,7,0,0,0,3885.573705117284,0.0229794415571268
E02001843,E02001857,33,0,0,0,6,1,1,23,2,0,0,0,5079.664141750252,0.022629202027742316
E02001843,E02001859,154,0,0,0,34,0,0,99,8,1,12,0,3882.8445740621564,0.01985483976322374
E02001843,E02001863,46,0,0,0,8,0,1,28,3,1,5,0,4571.240427860035,0.01869349485440829
E02001843,E02001869,45,0,0,0,6,0,0,35,3,1,0,0,6208.414659882464,0.017865271330672602
E02001843,E02001873,32,0,0,0,4,0,0,23,2,0,3,0,6892.214055528568,0.019634733501491607
E02001843,E02001875,35,0,0,0,7,0,0,24,4,0,0,0,6550.823108307541,0.019911797722831047
E02001843,E02001876,154,0,0,1,45,1,2,89,12,3,1,0,7289.428653766691,0.018323097923807895
E02001843,E02001878,18,0,0,0,0,0,0,15,1,2,0,0,7672.8425425140385,0.019002430440115278
E02001843,E02001890,21,0,0,1,4,0,0,15,1,0,0,0,10556.83607229165,0.017632957838261496
E02001843,E02001892,17,0,0,0,1,0,0,15,0,0,1,0,11064.003944825992,0.02020139689745049
E02001843,E02001897,12,0,0,0,1,1,0,10,0,0,0,0,10145.08112519734,0.017906542523684073
E02001843,E02001904,12,0,0,0,0,0,0,12,0,0,0,0,12100.884333395748,0.02180529638173807
E02001843,E02001913,12,0,0,2,1,0,0,8,0,1,0,0,13881.171438509959,0.016987784354677783
E02001843,E02002089,21,0,0,0,0,0,0,18,1,0,2,0,15055.506535808247,0.01814462685786666
E02001843,E02002148,14,0,0,0,0,1,0,10,1,0,2,0,3249.8103411659713,0.01870706813230161
E02001843,E02006809,11,0,0,0,1,0,0,9,1,0,0,0,4503.157185012496,0.020501443357113323
E02001843,E02006896,43,0,0,1,21,0,0,17,1,2,1,0,8897.47778894855,0.01623200380009595
E02001843,E02006897,30,0,0,0,15,0,0,15,0,0,0,0,9324.546076414941,0.020837523822950295
E02001843,E02006898,48,0,0,0,23,0,0,22,3,0,0,0,8422.405404429875,0.01822278194554454
E02001843,E02006899,173,0,0,2,98,0,1,55,14,1,2,0,NA,0.020057953894580066
E02001843,E02006900,19,0,0,0,4,0,0,13,0,1,0,1,9449.687776782785,0.020101742560935144
E02001845,E02001834,25,0,0,0,1,0,0,14,1,1,8,0,2443.9838982614174,0.020890812946186485
E02001845,E02001837,11,0,0,0,0,0,0,8,2,0,1,0,1852.536581610374,0.030276201226511174
E02001845,E02001839,87,0,0,0,5,1,0,43,5,2,31,0,1278.5897804259175,0.019217614798331745
E02001845,E02001840,13,0,0,0,2,0,0,10,1,0,0,0,2692.3938804188397,0.0207726966882285
E02001845,E02001842,22,0,0,0,4,0,0,10,1,0,7,0,3126.635130634507,0.021287239180715675
E02001845,E02001843,33,0,0,0,5,0,1,21,0,2,4,0,1006.4637461705641,0.01997017454646676
E02001845,E02001845,98,0,0,0,8,1,0,33,6,0,50,0,0,0.021549684538952438
E02001845,E02001848,38,0,0,0,7,0,0,19,2,1,9,0,1518.2333096512136,0.0199496154943364
E02001845,E02001849,36,0,0,0,6,0,1,25,2,1,1,0,4450.515096361996,0.02033862660044011
